School,City,State,Zip,Lat,Lon,Region,Locale,2yr/4yr,Online only?,School size (students),Pubic or Private
National University of Health Sciences,Lombard,IL,60148-4583,41.861697,-88.013171,3,21.0,1,0.0,50.0,2
Institute for Clinical Social Work,Chicago,IL,60605-1229,41.876064,-87.627217,3,11.0,1,0.0,,2
Rock Valley College,Rockford,IL,61114-5699,42.306174,-88.993544,3,12.0,2,0.0,5415.0,1
Madison Media Institute-Rockford Career College,Rockford,IL,61108,42.255723,-89.02722,3,12.0,2,0.0,408.0,3
Lincoln College of Technology-Melrose Park,Melrose Park,IL,60160-1605,41.905577,-87.832162,3,21.0,2,0.0,809.0,3
Loyola University Chicago,Chicago,IL,60660,42.000765,-87.656872,3,11.0,1,0.0,11727.0,2
Taylor Business Institute,Chicago,IL,60601,41.885452,-87.62671,3,11.0,2,0.0,115.0,3
St. John's College-Department of Nursing,Springfield,IL,62702,39.807602,-89.64532,3,12.0,1,0.0,122.0,2
Telshe Yeshiva-Chicago,Chicago,IL,60625,41.975536,-87.71755,3,11.0,1,0.0,77.0,2
DePauw University,Greencastle,IN,46135-1772,39.640904,-86.860363,3,32.0,1,0.0,2141.0,2
University of Spa & Cosmetology Arts,Springfield,IL,62704,39.76672,-89.71083899999999,3,12.0,3,0.0,150.0,3
Marian University,Indianapolis,IN,46222-1997,39.813233,-86.202643,3,11.0,1,0.0,2226.0,2
Valparaiso University,Valparaiso,IN,46383,41.462239,-87.040172,3,21.0,1,0.0,3170.0,2
North Iowa Area Community College,Mason City,IA,50401,43.157169,-93.13126,4,33.0,2,0.0,1766.0,1
William Penn University,Oskaloosa,IA,52577,41.310111,-92.647095,4,33.0,1,0.0,1127.0,2
Northeast Iowa Community College,Calmar,IA,52132-0400,43.17523,-91.867105,4,42.0,2,0.0,2086.0,1
Northwest Iowa Community College,Sheldon,IA,51201,43.184701,-95.880639,4,41.0,2,0.0,754.0,1
Iowa Western Community College,Council Bluffs,IA,51503-1057,41.272168,-95.797975,4,13.0,2,0.0,3799.0,1
Barclay College,Haviland,KS,67059-0288,37.62012,-99.105351,4,43.0,1,0.0,213.0,2
Friends University,Wichita,KS,67213,37.678459,-97.367048,4,11.0,1,0.0,1071.0,2
La James International College-Cedar Falls,Cedar Falls,IA,50613,42.515026,-92.434496,4,13.0,2,0.0,17.0,3
La James College of Hairstyling and Cosmetology,Mason City,IA,50401-3308,43.153786,-93.199881,4,33.0,2,0.0,49.0,3
Haskell Indian Nations University,Lawrence,KS,66046-4800,38.938834,-95.232879,4,13.0,1,0.0,730.0,1
Hays Academy of Hair Design,Hays,KS,67601,38.884873,-99.310623,4,33.0,3,0.0,67.0,3
Southwestern Community College,Creston,IA,50801,41.073437,-94.380906,4,33.0,2,0.0,828.0,1
Highland Community College,Highland,KS,66035-4165,39.859987,-95.271539,4,42.0,2,0.0,1730.0,1
Bethel College-North Newton,North Newton,KS,67117-1716,38.075169,-97.343256,4,32.0,1,0.0,442.0,2
Bellarmine University,Louisville,KY,40205-0671,38.219279,-85.704997,5,11.0,1,0.0,2488.0,2
Ottawa University-Kansas City,Overland Park,KS,66211,38.932055,-94.635461,4,12.0,1,0.0,316.0,2
PJ's College of Cosmetology-Bowling Green,Bowling Green,KY,42101,36.979195,-86.469756,5,13.0,2,0.0,217.0,3
Louisiana State University Health Sciences Center-New Orleans,New Orleans,LA,70112-2223,29.957272,-90.083145,5,11.0,1,0.0,915.0,1
West Kentucky Community and Technical College,Paducah,KY,42002-7380,37.054081,-88.658762,5,33.0,2,0.0,3577.0,1
Aveda Arts & Sciences Institute-Baton Rouge,Baton Rouge,LA,70816-2246,30.426526,-91.054308,5,12.0,3,0.0,131.0,3
Big Sandy Community and Technical College,Prestonsburg,KY,41653,37.688248,-82.778847,5,33.0,2,0.0,2429.0,1
Empire Beauty School-Elizabethtown,Elizabethtown,KY,42701,37.697453,-85.878557,5,13.0,3,0.0,99.0,3
Empire Beauty School-Dixie,Louisville,KY,40216,38.167059,-85.830866,5,11.0,3,0.0,90.0,3
Pineville Beauty School,Pineville,LA,71360-0000,31.325717,-92.430903,5,23.0,3,0.0,67.0,3
Loyola University New Orleans,New Orleans,LA,70118-6143,29.936141,-90.120417,5,11.0,1,0.0,2868.0,2
University of New Orleans,New Orleans,LA,70148,30.027704,-90.067142,5,11.0,1,0.0,5909.0,1
College of the Atlantic,Bar Harbor,ME,04609,44.395258,-68.221517,1,33.0,1,0.0,327.0,2
University of Louisiana at Monroe,Monroe,LA,71209-0000,32.527748,-92.07374,5,13.0,1,0.0,6293.0,1
Northwest Louisiana Technical College,Minden,LA,71055-0000,32.586037,-93.26302,5,41.0,2,0.0,856.0,1
Empire Beauty School-Maine,Portland,ME,04101,43.667885,-70.258154,1,13.0,3,0.0,172.0,3
Maine College of Art,Portland,ME,04101-3494,43.655743,-70.261015,1,13.0,1,0.0,391.0,2
Southern University at New Orleans,New Orleans,LA,70126,30.026162,-90.044912,5,11.0,1,0.0,1726.0,1
Colby College,Waterville,ME,04901-8840,44.564211,-69.66337,1,33.0,1,0.0,2000.0,2
Towson University,Towson,MD,21252-0001,39.393622,-76.611164,2,13.0,1,0.0,19623.0,1
Kettering University,Flint,MI,48504-6214,43.012468,-83.71282,3,13.0,1,0.0,1861.0,2
University of Michigan-Flint,Flint,MI,48502-1950,43.01875,-83.690276,3,13.0,1,0.0,5343.0,1
Mesabi Range College,Virginia,MN,55792,47.524561,-92.549092,4,33.0,2,0.0,691.0,1
Metropolitan State University,Saint Paul,MN,55106-5000,44.957256,-93.074361,4,11.0,1,0.0,6768.0,1
University of Minnesota-Twin Cities,Minneapolis,MN,55455-0213,44.972851,-93.235464,4,11.0,1,0.0,31451.0,1
Riverland Community College,Austin,MN,55912-1473,43.676271,-92.995626,4,32.0,2,0.0,1909.0,1
Finlandia University,Hancock,MI,49930-1832,47.127868,-88.588756,3,33.0,1,0.0,405.0,2
Minneapolis Community and Technical College,Minneapolis,MN,55403-1779,44.972679,-93.284507,4,11.0,2,0.0,5764.0,1
Inver Hills Community College,Inver Grove Heights,MN,55076-3224,44.828599,-93.055255,4,21.0,2,0.0,3063.0,1
Bethel University,Saint Paul,MN,55112,45.057655,-93.161663,4,21.0,1,0.0,2723.0,2
Luther Seminary,Saint Paul,MN,55108-1496,44.984629,-93.196422,4,11.0,1,0.0,,2
Central Lakes College-Brainerd,Brainerd,MN,56401-3900,46.345863,-94.214266,4,33.0,2,0.0,1819.0,1
Concordia College at Moorhead,Moorhead,MN,56562,46.862482,-96.76749,4,22.0,1,0.0,2009.0,2
Dakota County Technical College,Rosemount,MN,55068-2999,44.737255,-93.07805,4,41.0,2,0.0,2105.0,1
Western Michigan University,Kalamazoo,MI,49008-5200,42.282194,-85.613759,3,13.0,1,0.0,17519.0,1
Cosmetology Careers Unlimited College of Hair Skin and Nails,Duluth,MN,55802,46.785596,-92.100581,4,13.0,3,0.0,31.0,3
Northland Community and Technical College,Thief River Falls,MN,56701,48.124969,-96.162366,4,33.0,2,0.0,2293.0,1
Holmes Community College,Goodman,MS,39079,32.969985,-89.915803,5,42.0,2,0.0,4690.0,1
Itawamba Community College,Fulton,MS,38843-1099,34.276519,-88.412073,5,33.0,2,0.0,4238.0,1
Pine Technical & Community College,Pine City,MN,55063,45.818667,-92.968283,4,33.0,2,0.0,731.0,1
Summit Academy Opportunities Industrialization Center,Minneapolis,MN,55405,44.983569,-93.292776,4,11.0,3,0.0,384.0,2
United Theological Seminary of the Twin Cities,St. Paul,MN,55114,45.058244,-93.226,4,21.0,1,0.0,,2
Delta State University,Cleveland,MS,38733,33.744745,-90.735365,5,33.0,1,0.0,2269.0,1
East Central Community College,Decatur,MS,39327-0129,32.441164,-89.113706,5,42.0,2,0.0,1958.0,1
Ridgewater College,Willmar,MN,56201,45.138313,-95.07305,4,33.0,2,0.0,2640.0,1
Minnesota State College Southeast,Winona,MN,55987,44.024554,-91.618318,4,32.0,2,0.0,1205.0,1
Hinds Community College,Raymond,MS,39154,32.256109,-90.416118,5,31.0,2,0.0,9501.0,1
Southeastern Baptist College,Laurel,MS,39440-9989,31.748512,-89.149373,5,32.0,1,0.0,72.0,2
Evangel University,Springfield,MO,65802-2125,37.220956,-93.262614,4,12.0,1,0.0,1634.0,2
Central Christian College of the Bible,Moberly,MO,65270-1997,39.395963,-92.427259,4,32.0,1,0.0,209.0,2
Four Rivers Career Center,Washington,MO,63090-4235,38.547707,-91.020914,4,32.0,3,0.0,33.0,1
Magnolia College of Cosmetology,Jackson,MS,39206,32.359614,-90.151826,5,12.0,3,0.0,43.0,3
Maryville University of Saint Louis,Saint Louis,MO,63141-7299,38.644774,-90.505998,4,21.0,1,0.0,3609.0,2
Grand River Technical School,Chillicothe,MO,64601,39.798864,-93.559669,4,33.0,3,0.0,87.0,1
Metro Business College-Cape Girardeau,Cape Girardeau,MO,63701,37.333512,-89.573215,4,13.0,2,0.0,45.0,3
William Carey University,Hattiesburg,MS,39401,31.305264,-89.291815,5,13.0,1,0.0,2050.0,2
Garrett College,McHenry,MD,21541,39.560493,-79.342923,2,42.0,2,0.0,525.0,1
Stevenson University,Stevenson,MD,21153-0641,39.421988,-76.702092,2,41.0,1,0.0,3087.0,2
Harford Community College,Bel Air,MD,21015-1698,39.56131,-76.282845,2,41.0,2,0.0,4711.0,1
Washington College,Chestertown,MD,21620-1438,39.217329,-76.06878,2,32.0,1,0.0,1342.0,2
Hood College,Frederick,MD,21701,39.420631,-77.419049,2,13.0,1,0.0,1063.0,2
Howard Community College,Columbia,MD,21044-3197,39.213636,-76.877964,2,13.0,2,0.0,8598.0,1
Aveda Institute-Maryland,Bel Air,MD,21014-3639,39.531933,-76.349927,2,22.0,3,0.0,32.0,3
Coppin State University,Baltimore,MD,21216-3698,39.311258,-76.658687,2,11.0,1,0.0,2326.0,1
Signature Healthcare Brockton Hospital School of Nursing,Brockton,MA,02302-1905,42.08736,-70.991415,1,21.0,2,0.0,244.0,2
Fitchburg State University,Fitchburg,MA,01420-2697,42.588298,-71.789666,1,22.0,1,0.0,4070.0,1
Longy School of Music of Bard College,Cambridge,MA,02138,42.378657,-71.123479,1,12.0,1,0.0,36.0,2
University of Massachusetts-Lowell,Lowell,MA,01854-5104,42.652864,-71.326809,1,21.0,1,0.0,13385.0,1
Becker College,Worcester,MA,01609-2165,42.269171,-71.811894,1,12.0,1,0.0,1725.0,2
Andrews University,Berrien Springs,MI,49104,41.963859,-86.355815,3,31.0,1,0.0,1466.0,2
Mount Holyoke College,South Hadley,MA,01075-1489,42.256838,-72.575511,1,21.0,1,0.0,2190.0,2
Rob Roy Academy-New Bedford,New Bedford,MA,02720-3445,41.671921,-70.925187,1,22.0,3,0.0,17.0,3
Salem State University,Salem,MA,01970,42.503575,-70.890234,1,21.0,1,0.0,6369.0,1
Michigan School of Psychology,Farmington Hills,MI,48334-4512,42.491427,-83.359575,3,13.0,1,0.0,,2
Nichols College,Dudley,MA,01571-5000,42.044033,-71.930283,1,21.0,1,0.0,1319.0,2
Simmons University,Boston,MA,02115-5898,42.3393,-71.099967,1,11.0,1,0.0,1790.0,2
Worcester State University,Worcester,MA,01602-2597,42.267526,-71.844018,1,12.0,1,0.0,4996.0,1
Concordia University-Ann Arbor,Ann Arbor,MI,48105,42.273157,-83.68268,3,12.0,1,0.0,927.0,2
Springfield College,Springfield,MA,01109-3797,42.101576,-72.556751,1,12.0,1,0.0,2103.0,2
Davenport University,Grand Rapids,MI,49512-9396,42.850013,-85.533519,3,21.0,1,0.0,4782.0,2
David Pressley School of Cosmetology,Royal Oak,MI,48067-3219,42.479729,-83.146008,3,21.0,3,0.0,218.0,3
Northwestern Michigan College,Traverse City,MI,49686,44.765436,-85.585517,3,33.0,1,0.0,3238.0,1
Detroit Business Institute-Downriver,Riverview,MI,48193,42.168682,-83.191212,3,21.0,3,0.0,52.0,3
Henry Ford College,Dearborn,MI,48128-1495,42.324639,-83.236056,3,13.0,1,0.0,10135.0,1
Hillsdale College,Hillsdale,MI,49242,41.933682,-84.633195,3,32.0,1,0.0,1446.0,2
University of Detroit Mercy,Detroit,MI,48221-3038,42.414222,-83.139158,3,11.0,1,0.0,2754.0,2
University of Michigan-Ann Arbor,Ann Arbor,MI,48109,42.275921,-83.742769,3,12.0,1,0.0,30079.0,1
Creative Hair School of Cosmetology,Flint,MI,48507,42.980416,-83.757927,3,21.0,3,0.0,31.0,3
Michigan State University,East Lansing,MI,48824-1046,42.73212,-84.476111,3,13.0,1,0.0,39208.0,1
Sacred Heart Major Seminary,Detroit,MI,48206-1799,42.375248,-83.111682,3,11.0,1,0.0,272.0,2
Grace Christian University,Wyoming,MI,49509,42.919541,-85.692077,3,13.0,1,0.0,895.0,2
Schoolcraft College,Livonia,MI,48152-2696,42.419279,-83.430958,3,13.0,1,0.0,8776.0,1
Northern Michigan University,Marquette,MI,49855-5301,46.559751,-87.406568,3,33.0,1,0.0,6722.0,1
Lake Michigan College,Benton Harbor,MI,49022-1899,42.097276,-86.393445,3,41.0,1,0.0,2593.0,1
Lake Superior State University,Sault Ste Marie,MI,49783,46.492849,-84.365573,3,33.0,1,0.0,1873.0,1
M J Murphy Beauty College of Mount Pleasant,Mount Pleasant,MI,48858,43.60429,-84.777927,3,32.0,3,0.0,26.0,3
Academy College,Bloomington,MN,55431-1411,44.855722,-93.299809,4,13.0,1,0.0,94.0,3
Minnesota State Community and Technical College,Fergus Falls,MN,56537-1000,46.289194,-96.097321,4,33.0,2,0.0,3989.0,1
Anoka-Ramsey Community College,Coon Rapids,MN,55433-3470,45.172978,-93.351697,4,21.0,2,0.0,5266.0,1
Minnesota School of Cosmetology-Woodbury Campus,WOODBURY,MN,55125,44.924692,-92.973998,4,21.0,3,0.0,143.0,3
Bethel Seminary-St Paul,Saint Paul,MN,55112,45.060071,-93.16318,4,21.0,1,0.0,,2
University of Minnesota-Duluth,Duluth,MN,55812,46.817126,-92.084385,4,13.0,1,0.0,9108.0,1
Minnesota State University-Mankato,Mankato,MN,56001,44.146712,-93.99945,4,13.0,1,0.0,11675.0,1
Paul Mitchell the School-Grand Rapids,Kentwood,MI,49512-1781,42.910707,-85.596605,3,21.0,3,0.0,96.0,3
North Hennepin Community College,Brooklyn Park,MN,55445,45.106937,-93.374536,4,21.0,2,0.0,4811.0,1
The College of Saint Scholastica,Duluth,MN,55811-4199,46.816082,-92.106134,4,13.0,1,0.0,2457.0,2
Jackson State University,Jackson,MS,39217,32.296105,-90.207405,5,12.0,1,0.0,5305.0,1
Jones County Junior College,Ellisville,MS,39437,31.596936,-89.200895,5,32.0,2,0.0,3876.0,1
Blue Mountain College,Blue Mountain,MS,38610-9509,34.67209,-89.02924,5,42.0,1,0.0,618.0,2
Coahoma Community College,Clarksdale,MS,38614,34.254417,-90.568469,5,41.0,2,0.0,1500.0,1
Millsaps College,Jackson,MS,39210-0001,32.322746,-90.179957,5,12.0,1,0.0,793.0,2
St Cloud Technical and Community College,Saint Cloud,MN,56303-1240,45.579065,-94.175841,4,13.0,2,0.0,3806.0,1
Saint Cloud State University,Saint Cloud,MN,56301-4498,45.553227,-94.152657,4,13.0,1,0.0,8983.0,1
Mississippi College,Clinton,MS,39058,32.335515,-90.329821,5,21.0,1,0.0,3036.0,2
Mississippi State University,Mississippi State,MS,39762,33.454852,-88.790139,5,33.0,1,0.0,18010.0,1
Northeast Mississippi Community College,Booneville,MS,38829,34.668339,-88.562609,5,33.0,2,0.0,3001.0,1
Pearl River Community College,Poplarville,MS,39470,30.844322,-89.543052,5,43.0,2,0.0,3914.0,1
Copiah-Lincoln Community College,Wesson,MS,39191,31.69272,-90.400234,5,42.0,2,0.0,2345.0,1
Logan University,Chesterfield,MO,63017,38.63133,-90.542333,4,21.0,1,0.0,179.0,2
Tougaloo College,Tougaloo,MS,39174,32.403014,-90.16076,5,12.0,1,0.0,719.0,2
Midwest Institute,Fenton,MO,63026,38.544447,-90.436174,4,21.0,2,0.0,275.0,3
University of Nevada-Reno,Reno,NV,89557,39.543642,-119.815377,8,12.0,1,0.0,17513.0,1
Great Basin College,Elko,NV,89801,40.84343,-115.767274,8,33.0,1,0.0,1996.0,1
Joseph's College Cosmetology,Lincoln,NE,68505,40.813101,-96.641412,4,11.0,2,0.0,163.0,3
Southeast Community College Area,Lincoln,NE,68510-2449,40.81079,-96.62818,4,11.0,2,0.0,6057.0,1
Truckee Meadows Community College,Reno,NV,89512-3999,39.571402,-119.796975,8,12.0,1,0.0,7611.0,1
Adult and Continuing Education-BCTS,Hackensack,NJ,07601-6637,40.900877,-74.035045,2,21.0,3,0.0,70.0,1
Pace University,New York,NY,10038-1598,40.711014,-74.004719,2,11.0,1,0.0,8439.0,2
University of Rochester,Rochester,NY,14627-0011,43.126397,-77.631202,2,12.0,1,0.0,6348.0,2
New York Medical College,Valhalla,NY,10595,41.085031,-73.810042,2,21.0,1,0.0,,2
New York University,New York,NY,10012-1091,40.729452,-73.997264,2,11.0,1,0.0,26339.0,2
Davis College,Johnson City,NY,13790-2712,42.101074,-75.96251,2,22.0,1,0.0,139.0,2
Niagara County Community College,Sanborn,NY,14132,43.147701,-78.87579,2,41.0,2,0.0,3746.0,1
Niagara University,Niagara University,NY,14109,43.137279,-79.036689,2,21.0,1,0.0,2749.0,2
Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,11219,40.631954,-73.985026,2,11.0,1,0.0,359.0,2
St Francis College,Brooklyn Heights,NY,11201-4305,40.693228,-73.992164,2,11.0,1,0.0,2315.0,2
New York College of Podiatric Medicine,New York,NY,10035-1940,40.805037,-73.940496,2,11.0,1,0.0,,2
United States Military Academy,West  Point,NY,10996-1905,41.390479,-73.956603,0,31.0,1,0.0,4589.0,1
Syracuse University,Syracuse,NY,13244,43.040176,-76.136975,2,12.0,1,0.0,14759.0,2
SUNY at Albany,Albany,NY,12222,42.685489,-73.824662,2,13.0,1,0.0,13434.0,1
Torah Temimah Talmudical Seminary,Brooklyn,NY,11218,40.636018,-73.972108,2,11.0,1,0.0,21.0,2
SUNY College of Environmental Science and Forestry,Syracuse,NY,13210,43.034765,-76.138724,2,12.0,1,0.0,1819.0,1
Trocaire College,Buffalo,NY,14220-2094,42.846693,-78.812398,2,11.0,1,0.0,1213.0,2
Bennett College,Greensboro,NC,27401-3239,36.067531,-79.77998,5,11.0,1,0.0,469.0,2
Excelsior College,Albany,NY,12203-5159,42.705487,-73.862981,2,13.0,1,1.0,27207.0,2
Ulster County Community College,Stone Ridge,NY,12484,41.851218,-74.128698,2,41.0,2,0.0,1891.0,1
Blue Ridge Community College,Flat Rock,NC,28731-4728,35.30804,-82.425544,5,21.0,2,0.0,1471.0,1
SUNY Cortland,Cortland,NY,13045-0900,42.598022,-76.188655,2,32.0,1,0.0,6325.0,1
Cabarrus College of Health Sciences,Concord,NC,28025-3959,35.440038,-80.600824,5,13.0,1,0.0,396.0,2
State University of New York at New Paltz,New Paltz,NY,12561-2443,41.740936,-74.082188,2,21.0,1,0.0,6586.0,1
Carteret Community College,Morehead City,NC,28557-2989,34.723681,-76.755538,5,32.0,2,0.0,1175.0,1
Gaston College,Dallas,NC,28034,35.312048,-81.18852,5,22.0,2,0.0,5261.0,1
Methodist University,Fayetteville,NC,28311-1420,35.135058,-78.874426,5,12.0,1,0.0,1759.0,2
Guilford College,Greensboro,NC,27410-4108,36.094233,-79.887737,5,11.0,1,0.0,1414.0,2
Central Piedmont Community College,Charlotte,NC,28204,35.217774,-80.829796,5,11.0,2,0.0,16065.0,1
Pitt Community College,Winterville,NC,28590,35.550591,-77.407203,5,22.0,2,0.0,6131.0,1
Richmond Community College,Hamlet,NC,28345-1189,34.905252,-79.70964,5,32.0,2,0.0,1612.0,1
James Sprunt Community College,Kenansville,NC,28349,34.946802,-77.977639,5,42.0,2,0.0,903.0,1
Johnson C Smith University,Charlotte,NC,28216-5398,35.243033,-80.857251,5,11.0,1,0.0,1480.0,2
Robeson Community College,Lumberton,NC,28360,34.675194,-79.00664,5,32.0,2,0.0,1338.0,1
University of North Carolina at Chapel Hill,Chapel Hill,NC,27599,35.911769,-79.050969,5,13.0,1,0.0,18946.0,1
University of North Carolina at Charlotte,Charlotte,NC,28223-0001,35.306022,-80.730919,5,11.0,1,0.0,23939.0,1
Chowan University,Murfreesboro,NC,27855,36.436258,-77.099141,5,32.0,1,0.0,1394.0,2
Coastal Carolina Community College,Jacksonville,NC,28546-6816,34.771687,-77.384785,5,13.0,2,0.0,3414.0,1
Mars Hill University,Mars Hill,NC,28754,35.82752,-82.551827,5,21.0,1,0.0,1130.0,2
Davidson County Community College,Thomasville,NC,27360-7385,35.865471,-80.181868,5,41.0,2,0.0,2592.0,1
Dickinson State University,Dickinson,ND,58601-4896,46.882917,-102.799679,4,33.0,1,0.0,1114.0,1
Nueta Hidatsa Sahnish College,New Town,ND,58763,47.983311,-102.472814,4,43.0,1,0.0,157.0,1
Belmont College,St Clairsville,OH,43950,40.07695,-80.964901,3,41.0,2,0.0,674.0,1
ETI Technical College,Niles,OH,44446-4398,41.18694,-80.723213,3,21.0,2,0.0,129.0,3
Stanly Community College,Albemarle,NC,28001,35.339895,-80.236303,5,32.0,2,0.0,1879.0,1
Bob Jones University,Greenville,SC,29614-0001,34.874016,-82.365838,5,13.0,1,0.0,2363.0,2
Unification Theological Seminary,New York,NY,10036,42.003336,-73.924306,2,41.0,1,0.0,,2
University of Phoenix-Washington,Tukwila,WA,98188-8553,47.4684,-122.246405,8,21.0,1,0.0,64.0,3
Lincoln College of Technology-Marietta,Marietta,GA,30067,33.904619,-84.483943,5,21.0,2,0.0,388.0,3
Hair Academy II,Hillcrest Heights,MD,20748-1401,38.839246,-76.948572,2,21.0,3,0.0,212.0,3
Academy of Hair Design-Beaumont,Beaumont,TX,77701-4650,30.067405,-94.122703,6,12.0,3,0.0,57.0,3
Herzing University-Kenner,Kenner,LA,70062,30.001605,-90.239525,5,21.0,1,0.0,412.0,2
FINE Mortuary College,Norwood,MA,02062,42.181479,-71.19293,1,21.0,2,0.0,101.0,3
Florida Gulf Coast University,Fort Myers,FL,33965-6565,26.463638,-81.7726,5,21.0,1,0.0,13639.0,1
Creative Images Institute of Cosmetology-North Dayton,Dayton,OH,45414,39.855992,-84.188407,3,21.0,2,0.0,200.0,3
Medical Training College,Baton Rouge,LA,70816-5820,30.427312,-91.069449,5,12.0,3,0.0,98.0,3
Delta College Inc,Covington,LA,70433-8947,30.467468,-90.086695,5,41.0,3,0.0,59.0,3
Acupuncture and Integrative Medicine College-Berkeley,Berkeley,CA,94704,37.862754,-122.267636,8,12.0,1,0.0,,2
Sarasota School of Massage Therapy,Sarasota,FL,34243-6130,27.389606,-82.485901,5,21.0,3,0.0,94.0,3
Charter Oak State College,New Britain,CT,06053,41.688246,-72.767972,1,21.0,1,1.0,1478.0,1
Moody Bible Institute,Chicago,IL,60610-3284,41.897822,-87.633459,3,11.0,1,0.0,2385.0,2
Tri-County Beauty Academy,LITCHFIELD,IL,62056,39.176137,-89.655742,3,32.0,3,0.0,16.0,3
American Hair Academy,Mt. Pleasant,IA,52641,40.962643,-91.524949,4,33.0,2,0.0,23.0,3
Hillyard Technical Center,Saint Joseph,MO,64506-5102,39.768022,-94.808721,4,13.0,2,0.0,90.0,1
Otsego Area BOCES-Practical Nursing Program,Oneonta,NY,13820-1142,42.58915,-74.922225,2,42.0,3,0.0,30.0,1
Allegheny Wesleyan College,Salem,OH,44460-9598,40.86722,-80.861232,3,41.0,1,0.0,63.0,2
American College of Hair Design Inc,Sedalia,MO,65301,38.711715,-93.269026,4,33.0,3,0.0,28.0,3
New College of Florida,Sarasota,FL,34243-2109,27.384925,-82.55858,5,13.0,1,0.0,808.0,1
Birthwise Midwifery School,Bridgton,ME,04009-1110,44.052323,-70.713985,1,42.0,2,0.0,81.0,3
Tulsa Welding School-Jacksonville,Jacksonville,FL,32216,30.282647,-81.560428,5,11.0,3,0.0,894.0,3
International School of Beauty Inc,Palm Desert,CA,92260-2740,33.729555,-116.403928,8,21.0,3,0.0,127.0,3
Texas Health School,Houston,TX,77079,29.78349,-95.57971,6,11.0,3,0.0,139.0,3
Paul Mitchell the School-Logan,Logan,UT,84321,41.726961,-111.835966,7,13.0,2,0.0,132.0,3
Careers Unlimited,Orem,UT,84058,40.275775,-111.731006,7,13.0,1,0.0,179.0,3
