School,State,Online only?,School size (students),2yr/4yr,Pubic or Private,Tuition (in state),Tuition (out of state),Earnings after 10 years - mean,Earnings after 10 years - median,Earnings after 10 years - std,Earnings after 10 years - mean - female,Earnings after 10 years - mean - male,Earnings after 6 years - mean,Earnings after 6 years - median,Earnings after 6 years - std,Earnings after 6 years - mean - female,Earnings after 6 years - mean - male
Wayne County Schools Career Center,OH,0.0,177.0,3,1,,,27200.0,23700.0,17500.0,,,27700.0,27900.0,15300.0,,
Community College of Baltimore County,MD,0.0,16784.0,2,1,4276.0,10204.0,43700.0,39800.0,30200.0,40400.0,49100.0,30200.0,27100.0,21300.0,29300.0,31800.0
Advanced Barber College and Hair Design,TX,0.0,165.0,3,3,,,,,,,,16400.0,13300.0,15100.0,,
The College of Health Care Professions-Austin,TX,0.0,435.0,2,3,,,,,,,,23900.0,23000.0,16000.0,22000.0,32400.0
Linfield College-Online and Continuing Education,OR,0.0,244.0,1,2,,,55800.0,49100.0,51600.0,50600.0,65300.0,47500.0,43000.0,27300.0,48300.0,45800.0
Monteclaro Escuela de Hoteleria y Artes Culinarias,PR,0.0,16.0,2,2,,,,,,,,,,,,
University of Connecticut-Waterbury Campus,CT,0.0,840.0,1,1,13688.0,36056.0,63300.0,56300.0,44600.0,57400.0,69800.0,45600.0,42400.0,32800.0,43600.0,47700.0
Dallas Nursing Institute,TX,0.0,225.0,1,2,,,,,,,,40200.0,40600.0,21800.0,39500.0,44400.0
Milan Institute-San Antonio Ingram,TX,0.0,222.0,3,3,,,,,,,,17400.0,15700.0,11700.0,17300.0,18200.0
Carrington College-Pleasant Hill,CA,0.0,362.0,2,3,,,33300.0,32800.0,21700.0,32800.0,41600.0,27600.0,24100.0,22000.0,27100.0,31100.0
Cortiva Institute-Maitland,FL,0.0,319.0,2,3,,,30600.0,26100.0,24900.0,28600.0,35400.0,23800.0,20200.0,19000.0,23300.0,26400.0
Carrington College-Spokane,WA,0.0,337.0,2,3,,,,,,,,24600.0,23900.0,16500.0,23400.0,33000.0
Aviation Institute of Maintenance-Indianapolis,IN,0.0,168.0,2,3,16757.0,16757.0,,,,,,30200.0,26400.0,24000.0,,
Stratford University,VA,0.0,1791.0,1,3,15135.0,15135.0,55700.0,48700.0,40000.0,44400.0,61300.0,36200.0,31300.0,30900.0,34500.0,38100.0
Epic Bible College,CA,0.0,117.0,1,2,9689.0,9689.0,,,,,,24000.0,18400.0,21200.0,,
Fortis College,TX,0.0,309.0,2,3,,,,,,,,25300.0,23300.0,16800.0,23600.0,31700.0
J F Ingram State Technical College,AL,0.0,443.0,2,1,5328.0,5328.0,,,,,,,,,,
Myotherapy Institute,NE,0.0,11.0,2,3,16750.0,16750.0,,,,,,21800.0,21300.0,11800.0,,
Gwinnett College,NC,0.0,159.0,2,3,,,,,,,,22800.0,20100.0,16000.0,,
Sanford Medical Center,SD,0.0,23.0,2,2,,,,,,,,,,,,
Faith Theological Seminary,MD,0.0,46.0,1,2,6760.0,6760.0,,,,,,,,,,
New York Theological Seminary,NY,0.0,,1,2,,,,,,,,,,,,
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,PR,0.0,430.0,2,1,1130.0,1130.0,28000.0,23700.0,20000.0,21900.0,30900.0,17800.0,16200.0,14400.0,14400.0,19400.0
Pacific College,CA,0.0,291.0,1,3,,,,,,,,44500.0,45400.0,24000.0,45800.0,39600.0
American College of Acupuncture and Oriental Med,TX,0.0,,1,3,,,,,,,,,,,,
Anson College of Cosmetology,NC,0.0,2.0,3,3,,,,,,,,,,,,
Cortiva Institute-Baltimore,MD,0.0,335.0,3,3,,,,,,,,26900.0,24200.0,19300.0,26100.0,31200.0
Northwest HVAC/R Training Center,WA,0.0,41.0,3,2,,,,,,,,,,,,
Okaloosa Technical College,FL,0.0,336.0,2,1,,,,,,,,20400.0,16600.0,14500.0,,
Blessing Hospital School of Medical Laboratory Technology,IL,0.0,4.0,3,2,,,,,,,,45300.0,45800.0,17100.0,,
Pinellas Technical College-St. Petersburg,FL,0.0,474.0,2,1,,,29800.0,26800.0,21100.0,30600.0,28000.0,21600.0,18700.0,16000.0,,
Massachusetts School of Law,MA,0.0,,1,2,,,,,,,,,,,,
University of the Potomac-Washington DC Campus,DC,0.0,68.0,1,3,15984.0,15984.0,73500.0,69900.0,39800.0,,,46200.0,41000.0,32600.0,42000.0,53500.0
Mid Cities Barber College,TX,0.0,24.0,3,3,,,,,,,,,,,,
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Imaging,NJ,0.0,70.0,2,2,28885.0,35140.0,69100.0,70000.0,35100.0,,,55000.0,57900.0,24600.0,,
Mesalands Community College,NM,0.0,385.0,2,1,1812.0,2916.0,28000.0,22100.0,19900.0,,,21600.0,20200.0,14700.0,17600.0,26000.0
Ashland County-West Holmes Career Center,OH,0.0,48.0,3,1,,,,,,,,,,,,
Colby-Sawyer College,NH,0.0,851.0,1,2,42398.0,42398.0,46400.0,42500.0,37400.0,40500.0,59500.0,36200.0,34400.0,18300.0,36600.0,35300.0
Western Nebraska Community College,NE,0.0,1134.0,2,1,2820.0,2928.0,32900.0,30200.0,22800.0,29700.0,40100.0,27200.0,23900.0,19100.0,23800.0,32500.0
Empire Beauty School-Laconia,NH,0.0,80.0,3,3,,,19700.0,18200.0,15800.0,,,19000.0,18700.0,12300.0,,
Nebraska Methodist College of Nursing & Allied Health,NE,0.0,775.0,1,2,16308.0,16308.0,49200.0,48500.0,22500.0,,,44800.0,44700.0,19700.0,,
River Valley Community College,NH,0.0,719.0,2,1,7298.0,16098.0,42400.0,42500.0,22300.0,,,37300.0,35400.0,20000.0,36400.0,40800.0
Nashua Community College,NH,0.0,1385.0,2,1,7616.0,16416.0,40500.0,37900.0,25600.0,36000.0,47900.0,30700.0,28600.0,19200.0,28800.0,33300.0
Rivier University,NH,0.0,1376.0,1,2,32140.0,32140.0,49700.0,46900.0,28100.0,47300.0,59700.0,41000.0,37500.0,23800.0,40500.0,42600.0
Branford Hall Career Institute-Parsippany,NJ,0.0,14.0,3,3,,,66900.0,62900.0,41500.0,57000.0,71000.0,29000.0,26100.0,21000.0,24800.0,34300.0
Granite State College,NH,0.0,1628.0,1,1,7761.0,8745.0,35900.0,33400.0,24700.0,33900.0,43600.0,35200.0,31500.0,26000.0,32700.0,43000.0
Rowan College of South Jersey Gloucester Campus,NJ,0.0,5942.0,2,1,4470.0,9420.0,41800.0,38500.0,26400.0,37000.0,49800.0,29900.0,27000.0,21400.0,29100.0,31100.0
Central Susquehanna Intermediate Unit LPN Career,PA,0.0,83.0,3,1,,,38600.0,38300.0,21400.0,,,34800.0,35700.0,14400.0,,
Messenger College,TX,0.0,45.0,1,2,9180.0,9180.0,,,,,,,,,,
Career and Technology Education Centers of Licking County,OH,0.0,316.0,3,1,,,,,,,,,,,,
Premiere Career College,CA,0.0,162.0,2,3,,,,,,,,29900.0,28100.0,20000.0,27800.0,34300.0
Clinton Essex Warren Washington BOCES,NY,0.0,69.0,3,1,,,,,,,,,,,,
Paul Mitchell the School-Huntsville,AL,0.0,165.0,3,3,,,,,,,,,,,,
Estes Institute of Cosmetology Arts and Science,CA,0.0,63.0,3,3,,,20800.0,19400.0,15900.0,,,14400.0,13400.0,11100.0,,
Kirksville Area Technical Center,MO,0.0,32.0,3,1,,,,,,,,,,,,
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,PA,0.0,21.0,3,1,,,,,,,,25500.0,25900.0,12300.0,,
Central College of Cosmetology,MO,0.0,67.0,3,3,,,19700.0,17000.0,15900.0,,,17700.0,16200.0,12800.0,,
Escuela de Peritos Electricistas de Isabela Inc,PR,0.0,32.0,3,3,,,25400.0,23900.0,16500.0,,,19600.0,16100.0,14200.0,,
Oregon Coast Community College,OR,0.0,409.0,2,1,4446.0,8280.0,34200.0,31000.0,24800.0,29700.0,42300.0,29000.0,22800.0,27800.0,30000.0,27400.0
John Wesley International Barber and Beauty College,CA,0.0,86.0,3,3,,,20000.0,17200.0,16300.0,,,16000.0,12900.0,13300.0,,
Cadillac Institute of Cosmetology,MI,0.0,12.0,3,3,,,,,,,,,,,,
Arizona College-Glendale,AZ,0.0,428.0,2,3,15685.0,15685.0,,,,,,23200.0,21800.0,16300.0,,
Klamath Community College,OR,0.0,1028.0,2,1,4404.0,6978.0,,,,,,21900.0,19400.0,18400.0,19900.0,26200.0
Missouri State University-West Plains,MO,0.0,1144.0,2,1,4305.0,8355.0,30000.0,27900.0,18800.0,27500.0,34800.0,25400.0,23400.0,17400.0,23000.0,29200.0
Joe Kubert School of Cartoon and Graphic Art,NJ,0.0,86.0,3,3,20834.0,20834.0,46800.0,33400.0,82300.0,,,,,,,
Passaic County Community College,NJ,0.0,5964.0,2,1,5070.0,8850.0,34600.0,31000.0,24500.0,32000.0,39400.0,25000.0,21700.0,28000.0,23300.0,27800.0
Princeton University,NJ,0.0,5301.0,1,2,50340.0,50340.0,128900.0,80900.0,153600.0,104000.0,150200.0,75600.0,52400.0,111400.0,51900.0,91500.0
Ramapo College of New Jersey,NJ,0.0,5262.0,1,1,14374.0,23715.0,55400.0,50500.0,34600.0,49900.0,61600.0,40800.0,38800.0,23000.0,40400.0,41400.0
Robert Fiance Beauty Schools,FL,0.0,102.0,3,3,,,24000.0,18200.0,20900.0,,,17800.0,13900.0,16200.0,,
Beth Medrash Govoha,NJ,0.0,2680.0,1,2,,,48500.0,23100.0,69700.0,,,24900.0,14600.0,35400.0,,
Rutgers University-Camden,NJ,0.0,5618.0,1,1,14835.0,30613.0,65700.0,58100.0,50900.0,60400.0,72200.0,45400.0,41000.0,39100.0,43300.0,47700.0
Rowan College at Burlington County,NJ,0.0,8134.0,2,1,4725.0,7185.0,40800.0,37300.0,27700.0,37500.0,47000.0,29200.0,26200.0,21200.0,28000.0,31400.0
Centenary University,NJ,0.0,1241.0,1,2,32998.0,32998.0,51000.0,46800.0,37000.0,47400.0,57600.0,40200.0,34500.0,39000.0,37000.0,46400.0
New Mexico State University-Alamogordo,NM,0.0,682.0,2,1,2064.0,5376.0,42000.0,38200.0,28700.0,36400.0,49300.0,28500.0,24300.0,23700.0,25200.0,32400.0
Alfred University,NY,0.0,1591.0,1,2,29188.0,29188.0,49800.0,46100.0,37900.0,41800.0,56000.0,32400.0,29100.0,20300.0,28500.0,36300.0
New Mexico State University-Grants,NM,0.0,274.0,2,1,2064.0,4104.0,42000.0,38200.0,28700.0,36400.0,49300.0,28500.0,24300.0,23700.0,25200.0,32400.0
American Academy McAllister Institute of Funeral Service,NY,0.0,440.0,2,2,17085.0,17085.0,51000.0,49400.0,32800.0,44500.0,57400.0,41700.0,39700.0,24000.0,36900.0,47900.0
American Musical and Dramatic Academy,NY,0.0,1676.0,1,2,38900.0,38900.0,34800.0,28400.0,27600.0,33300.0,36800.0,23300.0,20300.0,16500.0,23500.0,23000.0
Seton Hall University,NJ,0.0,5919.0,1,2,42170.0,42170.0,64800.0,58500.0,41900.0,60900.0,69800.0,48500.0,44800.0,30500.0,49400.0,47200.0
Santa Fe Community College,NM,0.0,2744.0,2,1,1755.0,4605.0,32800.0,31500.0,22100.0,32500.0,33500.0,28900.0,26700.0,20800.0,28300.0,29900.0
New Mexico Highlands University,NM,0.0,1778.0,1,1,6150.0,10302.0,41800.0,40300.0,26700.0,38500.0,45700.0,27000.0,26300.0,16500.0,27200.0,26800.0
Stevens Institute of Technology,NJ,0.0,3420.0,1,2,52202.0,52202.0,91100.0,82100.0,76900.0,86500.0,92100.0,59700.0,62700.0,28500.0,60000.0,59700.0
Southwestern College,NM,0.0,,1,2,,,,,,,,,,,,
Beth Hatalmud Rabbinical College,NY,0.0,6.0,1,2,8900.0,8900.0,,,,,,,,,,
The College of New Jersey,NJ,0.0,6886.0,1,1,16551.0,28266.0,64500.0,57900.0,46700.0,59400.0,73500.0,44800.0,45100.0,23700.0,44500.0,45200.0
William Paterson University of New Jersey,NJ,0.0,8643.0,1,1,13060.0,21260.0,51700.0,49400.0,46000.0,47300.0,57400.0,35100.0,32000.0,29400.0,34800.0,35600.0
Bryant & Stratton College-Albany,NY,0.0,404.0,1,3,16765.0,16765.0,30100.0,28300.0,21000.0,28100.0,35300.0,23000.0,20500.0,20600.0,22500.0,24500.0
Weill Cornell Medical College,NY,0.0,,1,2,,,,,,,,66300.0,57300.0,50800.0,58700.0,73400.0
Central Yeshiva Tomchei Tmimim Lubavitz,NY,0.0,449.0,1,2,7700.0,7700.0,29000.0,21100.0,29000.0,,,19600.0,14700.0,18200.0,,
Dominican College of Blauvelt,NY,0.0,1433.0,1,2,29000.0,29000.0,60300.0,56400.0,38000.0,55700.0,70300.0,42500.0,37000.0,29000.0,44000.0,39800.0
Cincinnati State Technical and Community College,OH,0.0,6438.0,2,1,4126.0,8026.0,37500.0,34500.0,27800.0,33900.0,42300.0,26300.0,24600.0,17700.0,25000.0,27800.0
Edison State Community College,OH,0.0,1698.0,2,1,4698.0,8608.0,34200.0,30800.0,23000.0,31800.0,41700.0,26400.0,23800.0,17300.0,23300.0,33800.0
Medina County Career Center,OH,0.0,52.0,3,1,,,,,,,,21000.0,21400.0,13400.0,,
University of Cincinnati-Blue Ash College,OH,0.0,4654.0,1,1,6010.0,14808.0,46500.0,42000.0,34500.0,41600.0,52100.0,36500.0,32800.0,27800.0,34000.0,39600.0
Miami University-Middletown,OH,0.0,1443.0,1,1,5880.0,16472.0,55700.0,48200.0,53000.0,48500.0,64900.0,38200.0,36000.0,23600.0,36400.0,40400.0
Gerbers Akron Beauty School,OH,0.0,45.0,3,3,,,14300.0,14200.0,9700.0,,,16200.0,14000.0,11200.0,,
Kent State University at Stark,OH,0.0,3878.0,1,1,5834.0,14332.0,40300.0,37500.0,29500.0,35900.0,46600.0,31400.0,29000.0,22400.0,29700.0,33900.0
Davis College,OH,0.0,71.0,2,3,14130.0,14130.0,30400.0,28700.0,22600.0,26700.0,40700.0,21100.0,18600.0,14900.0,18900.0,29800.0
Kent State University at Salem,OH,0.0,1390.0,1,1,5834.0,14332.0,40300.0,37500.0,29500.0,35900.0,46600.0,31400.0,29000.0,22400.0,29700.0,33900.0
Kenyon College,OH,0.0,1719.0,1,2,55930.0,55930.0,57900.0,49100.0,45400.0,55200.0,61400.0,34100.0,33600.0,22000.0,32100.0,36100.0
University of Mount Union,OH,0.0,2155.0,1,2,30860.0,30860.0,51000.0,45300.0,35100.0,44600.0,56900.0,35300.0,32000.0,42100.0,31200.0,38700.0
Zane State College,OH,0.0,1042.0,2,1,5156.0,10016.0,30700.0,28700.0,19600.0,27100.0,37700.0,25400.0,21600.0,18700.0,21400.0,31900.0
Raphael's School of Beauty Culture Inc-Niles,OH,0.0,148.0,2,3,,,,,,,,17500.0,15800.0,12400.0,,
Ohio State School of Cosmetology-Canal Winchester,OH,0.0,100.0,2,3,,,27300.0,22300.0,20300.0,,,15100.0,13700.0,10800.0,,
United Theological Seminary,OH,0.0,,1,2,,,,,,,,,,,,
Oklahoma State University-Main Campus,OK,0.0,20323.0,1,1,9019.0,24539.0,52000.0,45300.0,39800.0,42600.0,60800.0,41300.0,36100.0,36000.0,34400.0,48100.0
Tulsa Welding School-Tulsa,OK,0.0,753.0,2,3,,,44400.0,39600.0,31600.0,,,36200.0,31900.0,27000.0,,
Wittenberg University,OH,0.0,1701.0,1,2,39500.0,39500.0,54600.0,46600.0,51400.0,48800.0,62800.0,33700.0,32200.0,19800.0,32200.0,35400.0
Western Oklahoma State College,OK,0.0,991.0,2,1,4662.0,8726.0,36900.0,32500.0,28700.0,32700.0,42600.0,30800.0,27100.0,22500.0,28700.0,33800.0
Oklahoma City University,OK,0.0,1691.0,1,2,31026.0,31026.0,46300.0,42600.0,32900.0,41800.0,53200.0,38600.0,33500.0,26300.0,38500.0,38700.0
Xavier University,OH,0.0,4955.0,1,2,38530.0,38530.0,55500.0,50800.0,34800.0,49400.0,64800.0,40700.0,38200.0,29300.0,39600.0,42600.0
Eves College of Hairstyling,OK,0.0,88.0,3,3,,,23200.0,17800.0,18800.0,,,14300.0,11500.0,13100.0,,
Youngstown State University,OH,0.0,10030.0,1,1,8967.0,9327.0,39800.0,36400.0,28200.0,34300.0,46300.0,31100.0,27800.0,22000.0,26900.0,35300.0
Oral Roberts University,OK,0.0,3159.0,1,2,27728.0,27728.0,41300.0,34800.0,45300.0,33600.0,52000.0,32000.0,28100.0,28400.0,27900.0,37100.0
Beauty Technical College Inc,OK,0.0,24.0,3,3,,,,,,,,,,,,
Clatsop Community College,OR,0.0,585.0,2,1,4122.0,7794.0,32300.0,26600.0,25000.0,28600.0,39500.0,29000.0,22800.0,27800.0,30000.0,27400.0
University of Science and Arts of Oklahoma,OK,0.0,817.0,1,1,7200.0,17550.0,33900.0,31500.0,26600.0,29800.0,39800.0,29500.0,26000.0,23500.0,23800.0,36700.0
Pontotoc Technology Center,OK,0.0,98.0,3,1,,,26400.0,22500.0,20300.0,,,23700.0,22200.0,16400.0,,
Concordia University-Portland,OR,0.0,1468.0,1,2,31158.0,31158.0,49800.0,43600.0,32300.0,40300.0,62300.0,38200.0,32800.0,24500.0,40100.0,35000.0
George Fox University,OR,0.0,2669.0,1,2,36020.0,36020.0,49900.0,45200.0,34900.0,42700.0,60100.0,37500.0,33600.0,26700.0,34500.0,42100.0
Pacific University,OR,0.0,1820.0,1,2,44298.0,44298.0,51500.0,45400.0,32500.0,48400.0,57700.0,32800.0,28100.0,20900.0,31700.0,34400.0
University of Western States,OR,0.0,0.0,1,2,,,,,,,,45800.0,39900.0,35500.0,,
Linfield College-McMinnville Campus,OR,0.0,1343.0,1,2,43302.0,43302.0,55800.0,49100.0,51600.0,50600.0,65300.0,47500.0,43000.0,27300.0,48300.0,45800.0
Community College of Allegheny County,PA,0.0,14497.0,2,1,4315.0,11251.0,34000.0,30600.0,24600.0,30900.0,38800.0,28100.0,25800.0,20200.0,26800.0,30200.0
Altoona Beauty School Inc,PA,0.0,40.0,3,3,,,,,,,,17500.0,16600.0,13700.0,,
Reed College,OR,0.0,1456.0,1,2,56340.0,56340.0,43200.0,38100.0,32400.0,42800.0,43600.0,30500.0,24900.0,33800.0,26200.0,37000.0
Arcadia University,PA,0.0,2003.0,1,2,43580.0,43580.0,51300.0,46400.0,35600.0,47400.0,62200.0,33300.0,31600.0,19100.0,32700.0,35200.0
Bloomsburg University of Pennsylvania,PA,0.0,7920.0,1,1,10958.0,22782.0,47800.0,44600.0,29700.0,43600.0,54800.0,34700.0,33000.0,20400.0,33500.0,36200.0
Southwestern Oregon Community College,OR,0.0,1391.0,2,1,6077.0,6077.0,30900.0,27100.0,22600.0,26000.0,38200.0,24500.0,22100.0,18400.0,22200.0,27400.0
Cabrini University,PA,0.0,1557.0,1,2,31920.0,31920.0,53600.0,49300.0,41700.0,50500.0,60400.0,35700.0,34900.0,18500.0,35500.0,36200.0
Grove City College,PA,0.0,2291.0,1,2,17930.0,17930.0,59100.0,52100.0,38400.0,46500.0,68900.0,,,,,
Gwynedd Mercy University,PA,0.0,1943.0,1,2,33600.0,33600.0,58900.0,54300.0,36200.0,54500.0,73700.0,48000.0,44800.0,27800.0,47000.0,50900.0
Empire Beauty  School-Lehigh Valley,PA,0.0,93.0,3,3,,,24900.0,20600.0,18200.0,,,20300.0,18000.0,13900.0,,
Harrisburg Area Community College,PA,0.0,15099.0,2,1,6683.0,9435.0,37700.0,35200.0,25100.0,34300.0,43300.0,29100.0,26800.0,18200.0,27700.0,31700.0
Empire Beauty School-Wyoming Valley,PA,0.0,137.0,3,3,,,21000.0,19500.0,15000.0,,,16000.0,14600.0,12300.0,,
Cedar Crest College,PA,0.0,1303.0,1,2,39216.0,39216.0,45600.0,44200.0,27600.0,,,37600.0,36400.0,21400.0,,
Empire Beauty School-Harrisburg,PA,0.0,114.0,3,3,,,21700.0,20200.0,14800.0,,,21300.0,17900.0,17500.0,,
Cheyney University of Pennsylvania,PA,0.0,466.0,1,1,10533.0,15799.0,33100.0,32000.0,21200.0,31700.0,34400.0,23700.0,21600.0,15900.0,23500.0,23900.0
East Stroudsburg University of Pennsylvania,PA,0.0,5599.0,1,1,11502.0,24184.0,45400.0,43100.0,28200.0,42200.0,49400.0,33800.0,32200.0,20300.0,33200.0,34600.0
Citizens School of Nursing,PA,0.0,165.0,2,2,,,,,,,,42200.0,46400.0,16300.0,,
DLP Conemaugh Memorial Medical Center,PA,0.0,212.0,2,3,,,49400.0,46900.0,30600.0,,,45300.0,49200.0,17200.0,,
Pennsylvania State University-Penn State Scranton,PA,0.0,970.0,1,1,14468.0,23028.0,53800.0,47700.0,40600.0,46800.0,59800.0,40900.0,37500.0,27100.0,36700.0,44300.0
Lincoln University,PA,0.0,2113.0,1,1,11036.0,16952.0,41100.0,39700.0,23200.0,39500.0,42900.0,24400.0,21700.0,16800.0,24100.0,24800.0
Muhlenberg College,PA,0.0,2285.0,1,2,52595.0,52595.0,67000.0,55700.0,54700.0,57600.0,80000.0,44100.0,41300.0,26700.0,42000.0,47000.0
Lycoming College,PA,0.0,1131.0,1,2,40315.0,40315.0,49700.0,45600.0,31300.0,43600.0,56300.0,32500.0,30400.0,18900.0,30200.0,35000.0
Neumann University,PA,0.0,1907.0,1,2,31400.0,31400.0,48300.0,45500.0,29300.0,43700.0,56700.0,35900.0,32600.0,23300.0,36400.0,35100.0
La Roche University,PA,0.0,1262.0,1,2,28564.0,28564.0,40800.0,39400.0,24300.0,38700.0,44300.0,34100.0,31200.0,20900.0,33700.0,34900.0
Orleans Technical College,PA,0.0,284.0,2,2,,,37600.0,37300.0,23200.0,34400.0,39500.0,25700.0,22500.0,20300.0,26200.0,25600.0
Lafayette College,PA,0.0,2616.0,1,2,53630.0,53630.0,88000.0,72200.0,72700.0,70400.0,103500.0,51100.0,48600.0,27900.0,47300.0,53900.0
Roxborough Memorial Hospital School of Nursing,PA,0.0,159.0,2,3,,,,,,,,61800.0,67600.0,27100.0,,
Pennsylvania Institute of Technology,PA,0.0,404.0,2,2,13365.0,13365.0,40500.0,35700.0,30600.0,27400.0,46200.0,25000.0,22900.0,17500.0,23500.0,28900.0
Lancaster School of Cosmetology & Therapeutic Bodywork,PA,0.0,202.0,3,3,,,24700.0,23800.0,15700.0,,,20300.0,17400.0,15300.0,,
Lehigh Carbon Community College,PA,0.0,5620.0,2,1,4080.0,10620.0,36200.0,33600.0,24000.0,32700.0,42500.0,28600.0,27200.0,17600.0,26700.0,31700.0
Levittown Beauty Academy,PA,0.0,77.0,3,3,,,24200.0,18500.0,17700.0,,,19800.0,16200.0,14900.0,,
Pennsylvania State University-Penn State Hazleton,PA,0.0,634.0,1,1,14468.0,23028.0,53800.0,47700.0,40600.0,46800.0,59800.0,40900.0,37500.0,27100.0,36700.0,44300.0
Pennsylvania State University-Penn State Mont Alto,PA,0.0,710.0,1,1,13702.0,21886.0,53800.0,47700.0,40600.0,46800.0,59800.0,40900.0,37500.0,27100.0,36700.0,44300.0
Pennsylvania State University-Penn State New Kensington,PA,0.0,567.0,1,1,13702.0,21886.0,53800.0,47700.0,40600.0,46800.0,59800.0,40900.0,37500.0,27100.0,36700.0,44300.0
Penn Commercial Business/Technical School,PA,0.0,237.0,2,3,19129.0,19129.0,31200.0,29500.0,20600.0,24400.0,40700.0,24000.0,21700.0,19300.0,19300.0,32900.0
Pennsylvania Gunsmith School,PA,0.0,72.0,2,3,,,,,,,,,,,,
University of Pennsylvania,PA,0.0,10764.0,1,2,55584.0,55584.0,114700.0,77100.0,135100.0,90000.0,140800.0,89000.0,67200.0,82900.0,76300.0,105400.0
The University of the Arts,PA,0.0,1717.0,1,2,44930.0,44930.0,36800.0,33500.0,26400.0,34400.0,39100.0,25100.0,22900.0,16100.0,24400.0,25800.0
University of Valley Forge,PA,0.0,571.0,1,2,21341.0,21341.0,34400.0,30300.0,24100.0,26800.0,40900.0,27000.0,24300.0,17400.0,22400.0,31400.0
Reformed Presbyterian Theological Seminary,PA,0.0,,1,2,,,,,,,,,,,,
Slippery Rock University of Pennsylvania,PA,0.0,7436.0,1,1,10757.0,14615.0,42100.0,40100.0,25700.0,36900.0,48400.0,32800.0,30600.0,28300.0,30300.0,35500.0
University of the Sciences,PA,0.0,1225.0,1,2,25000.0,25000.0,95900.0,100700.0,43300.0,92900.0,102200.0,74900.0,70500.0,38900.0,74300.0,75800.0
Robert Morris University,PA,0.0,3979.0,1,2,30300.0,30300.0,50700.0,45300.0,44200.0,44200.0,56500.0,39000.0,37100.0,22900.0,37900.0,39800.0
Rosedale Technical College,PA,0.0,417.0,2,2,14530.0,14530.0,33500.0,33800.0,21000.0,,,29500.0,27100.0,20900.0,,
St Lukes Hospital School of Nursing,PA,0.0,157.0,3,2,,,61400.0,59300.0,34900.0,,,52100.0,56000.0,17200.0,,
University of Pittsburgh-Greensburg,PA,0.0,1506.0,1,1,13890.0,25134.0,53500.0,46900.0,37200.0,48300.0,59600.0,40900.0,36800.0,29600.0,37300.0,44700.0
Susquehanna University,PA,0.0,2310.0,1,2,47290.0,47290.0,56300.0,49700.0,36900.0,52700.0,61700.0,37300.0,36700.0,20700.0,35100.0,39800.0
Saint Vincent College,PA,0.0,1607.0,1,2,35462.0,35462.0,47500.0,44100.0,29800.0,42000.0,53000.0,35300.0,32700.0,21700.0,33800.0,36700.0
Pittsburgh Career Institute,PA,0.0,136.0,2,3,25964.0,25964.0,28200.0,25100.0,22400.0,26200.0,36900.0,22100.0,20500.0,15400.0,21500.0,25200.0
Westmoreland County Community College,PA,0.0,3606.0,2,1,5214.0,13338.0,31800.0,28700.0,21800.0,27200.0,38900.0,27300.0,24300.0,19200.0,24700.0,31400.0
Fortis Institute-Erie,PA,0.0,194.0,2,3,13157.0,13157.0,28000.0,24700.0,22200.0,23600.0,36800.0,24100.0,21900.0,16200.0,21800.0,28200.0
Widener University,PA,0.0,3201.0,1,2,45948.0,45948.0,58200.0,53600.0,38900.0,53600.0,63200.0,46400.0,42900.0,28900.0,47900.0,44400.0
Point Park University,PA,0.0,3170.0,1,2,31450.0,31450.0,38000.0,34900.0,26000.0,33900.0,43900.0,32000.0,28500.0,22600.0,28400.0,36800.0
Roger Williams University,RI,0.0,4347.0,1,2,34522.0,34522.0,52500.0,48700.0,33400.0,46500.0,57800.0,38800.0,37800.0,21500.0,35000.0,42600.0
Columbia International University,SC,0.0,526.0,1,2,23690.0,23690.0,35400.0,32900.0,25500.0,25200.0,42400.0,24600.0,22000.0,17200.0,20800.0,28200.0
St Joseph School of Nursing,RI,0.0,79.0,2,3,,,,,,,,,,,,
Aiken Technical College,SC,0.0,2093.0,2,1,4656.0,6850.0,27100.0,25200.0,17900.0,24700.0,33600.0,24200.0,20700.0,17400.0,22900.0,27000.0
University of South Carolina Aiken,SC,0.0,3019.0,1,1,10760.0,21218.0,42000.0,38600.0,25900.0,39300.0,46900.0,30600.0,28400.0,17500.0,28800.0,33700.0
Utah State University,UT,0.0,21658.0,1,1,8138.0,22316.0,49000.0,44000.0,38900.0,29700.0,63800.0,34900.0,32200.0,25200.0,24800.0,44200.0
Riverside College of Health Careers,VA,0.0,328.0,2,2,17610.0,17610.0,,,,,,42800.0,43800.0,18300.0,,
Central School of Practical Nursing,VA,0.0,20.0,3,1,,,,,,,,,,,,
Sentara College of Health Sciences,VA,0.0,372.0,1,2,,,61600.0,57100.0,36300.0,,,50300.0,50400.0,25300.0,,
Christopher Newport University,VA,0.0,4853.0,1,1,14754.0,27620.0,43700.0,40800.0,27600.0,40100.0,50400.0,35500.0,34700.0,20100.0,34500.0,36700.0
Bryant & Stratton College-Virginia Beach,VA,0.0,526.0,1,3,17529.0,17529.0,30100.0,28300.0,21000.0,28100.0,35300.0,23000.0,20500.0,20600.0,22500.0,24500.0
