,School,sat_scores.25th_percentile.critical_reading,sat_scores.midpoint.critical_reading,sat_scores.75th_percentile.critical_reading,sat_scores.25th_percentile.math,sat_scores.midpoint.math,sat_scores.75th_percentile.math
3532,Florida State College at Jacksonville,,,,,,
3533,Wesley College,420.0,467.0,513.0,400.0,455.0,510.0
3534,Bethune-Cookman University,,,,,,
3535,Vermont Law School,,,,,,
3536,Rabbi Jacob Joseph School,,,,,,
3537,Florida College of Integrative Medicine,,,,,,
3538,Montessori Institute of Milwaukee,,,,,,
3539,Western Governors University,,,,,,
3540,Academy of Hair Design-Lufkin,,,,,,
3541,Toni & Guy Hairdressing Academy-Worcester,,,,,,
3542,Blue Cliff College-Metairie,,,,,,
3543,Fortis College-Foley,,,,,,
3544,Velvatex College of Beauty Culture,,,,,,
3545,Five Branches University,,,,,,
3546,Rabbinical College of Ohr Shimon Yisroel,,,,,,
3547,AOMA Graduate School of Integrative Medicine,,,,,,
3548,Strayer University-Maryland,,,,,,
3549,Talmudical Yeshiva of Philadelphia,,,,,,
3550,Christian Life College,,,,,,
3551,Texas Health and Science University,,,,,,
3552,American University of Health Sciences,,,,,,
3553,Lincoln Technical Institute-Lincoln,,,,,,
3554,Carolinas College of Health Sciences,470.0,510.0,550.0,463.0,502.0,540.0
3555,Diesel Driving Academy-Shreveport,,,,,,
3556,Trinity College of Nursing & Health Sciences,,,,,,
3557,Boston Graduate School of Psychoanalysis Inc,,,,,,
3558,Saint Elizabeth College of Nursing,,,,,,
3559,Oklahoma State University-Oklahoma City,,,,,,
3560,University of Tulsa,590.0,650.0,710.0,590.0,645.0,700.0
3561,Virgil's Beauty College,,,,,,
3562,East Central University,460.0,515.0,570.0,470.0,505.0,540.0
3563,Paul Mitchell the School-Portland,,,,,,
3564,Oklahoma State University Institute of Technology,,,,,,
3565,Bacone College,425.0,438.0,450.0,395.0,420.0,445.0
3566,Spartan College of Aeronautics and Technology,,,,,,
3567,Oklahoma Christian University,510.0,575.0,640.0,510.0,575.0,640.0
3568,Treasure Valley Community College,,,,,,
3569,Linn-Benton Community College,,,,,,
3570,The  Beauty Institute,,,,,,
3571,Clarks Summit University,,,,,,
3572,Gratz College,,,,,,
3573,Empire Beauty School-Shamokin Dam,,,,,,
3574,Central Penn College,330.0,390.0,450.0,330.0,395.0,460.0
3575,Ursinus College,580.0,620.0,660.0,560.0,610.0,660.0
3576,Villanova University,640.0,675.0,710.0,660.0,710.0,760.0
3577,Rosemont College,460.0,520.0,580.0,450.0,505.0,560.0
3578,Washington & Jefferson College,,,,,,
3579,Waynesburg University,500.0,540.0,580.0,480.0,525.0,570.0
3580,University of Pittsburgh-Johnstown,510.0,555.0,600.0,510.0,555.0,600.0
3581,West Chester University of Pennsylvania,530.0,570.0,610.0,520.0,555.0,590.0
3582,Thiel College,440.0,490.0,540.0,420.0,490.0,560.0
3583,Seton Hill University,,,,,,
3584,Pittsburgh Theological Seminary,,,,,,
3585,Triangle Tech Inc-Erie,,,,,,
3586,Wilkes University,530.0,575.0,620.0,520.0,570.0,620.0
3587,Clinton College,,,,,,
3588,Newberry College,460.0,515.0,570.0,460.0,505.0,550.0
3589,Coker University,480.0,530.0,580.0,470.0,525.0,580.0
3590,North Greenville University,420.0,540.0,660.0,430.0,545.0,660.0
3591,Orangeburg Calhoun Technical College,,,,,,
3592,YTI Career Institute-York,,,,,,
3593,Martin Methodist College,450.0,498.0,545.0,533.0,541.0,548.0
3594,Dakota Wesleyan University,440.0,485.0,530.0,460.0,495.0,530.0
3595,Arnolds Beauty School,,,,,,
3596,Tennessee College of Applied Technology-Elizabethton,,,,,,
3597,Fisk University,470.0,520.0,570.0,420.0,485.0,550.0
3598,National American University-Rapid City,,,,,,
3599,Tennessee College of Applied Technology-Harriman,,,,,,
3600,Tennessee College of Applied Technology-Hohenwald,,,,,,
3601,Tennessee College of Applied Technology-Jacksboro,,,,,,
3602,Chattanooga State Community College,,,,,,
3603,Memphis Theological Seminary,,,,,,
3604,Tennessee College of Applied Technology-Shelbyville,,,,,,
3605,Union University,560.0,625.0,690.0,550.0,610.0,670.0
3606,Tennessee College of Applied Technology-Crossville,,,,,,
3607,Tennessee College of Applied Technology-McMinnville,,,,,,
3608,Angelo State University,460.0,510.0,560.0,460.0,505.0,550.0
3609,Tennessee College of Applied Technology-Whiteville,,,,,,
3610,Arlington Baptist University,,,,,,
3611,Nashville College of Medical Careers,,,,,,
3612,Nashville State Community College,,,,,,
3613,Rhodes College,630.0,665.0,700.0,610.0,660.0,710.0
3614,Baptist Missionary Association Theological Seminary,,,,,,
3615,Blinn College,,,,,,
3616,Dallas Institute of Funeral Service,,,,,,
3617,Hardin-Simmons University,500.0,545.0,590.0,500.0,540.0,580.0
3618,Lamar University,480.0,525.0,570.0,470.0,510.0,550.0
3619,Lamar State College-Orange,,,,,,
3620,Hill College,,,,,,
3621,East Texas Baptist University,480.0,520.0,560.0,480.0,510.0,540.0
3622,Laredo College,,,,,,
3623,Texas A & M University-Commerce,490.0,535.0,580.0,470.0,515.0,560.0
3624,Lee College,,,,,,
3625,LeTourneau University,550.0,600.0,650.0,540.0,605.0,670.0
3626,Lincoln College of Technology-Grand Prairie,,,,,,
3627,Concordia University Texas,470.0,530.0,590.0,470.0,525.0,580.0
3628,University of Mary Hardin-Baylor,520.0,565.0,610.0,510.0,550.0,590.0
3629,Texas A & M University-Corpus Christi,500.0,545.0,590.0,480.0,525.0,570.0
3630,McMurry University,480.0,530.0,580.0,470.0,520.0,570.0
3631,Frank Phillips College,,,,,,
3632,University of Houston-Clear Lake,520.0,565.0,610.0,520.0,555.0,590.0
3633,University of Houston,570.0,610.0,650.0,560.0,610.0,660.0
3634,University of the Incarnate Word,480.0,530.0,580.0,470.0,515.0,560.0
3635,South Texas College of Law Houston,,,,,,
3636,Paris Junior College,,,,,,
3637,Ranger College,,,,,,
3638,Rice University,700.0,730.0,760.0,750.0,775.0,800.0
3639,The University of Texas at Dallas,600.0,650.0,700.0,620.0,680.0,740.0
3640,St Philip's College,,,,,,
3641,North Lake College,,,,,,
3642,Sam Houston State University,500.0,540.0,580.0,500.0,530.0,560.0
3643,San Antonio College,,,,,,
3644,Sul Ross State University,,,,,,
3645,Texas Lutheran University,490.0,535.0,580.0,500.0,540.0,580.0
3646,The University of Texas at San Antonio,520.0,570.0,620.0,520.0,560.0,600.0
3647,Our Lady of the Lake University,460.0,505.0,550.0,450.0,490.0,530.0
3648,The University of Texas Health Science Center at San Antonio,,,,,,
3649,Texas Southmost College,,,,,,
3650,West Texas A & M University,490.0,540.0,590.0,480.0,530.0,580.0
3651,New England Culinary Institute,,,,,,
3652,Trinity University,630.0,670.0,710.0,630.0,675.0,720.0
3653,O'Briens Aveda Institute,,,,,,
3654,Wiley College,,,,,,
3655,Texas Tech University Health Sciences Center,,,,,,
3656,AmeriTech College-Provo,,,,,,
3657,College of St Joseph,,,,,,
3658,Vernon College,,,,,,
3659,University of Vermont,600.0,640.0,680.0,580.0,630.0,680.0
3660,Collectiv Academy,,,,,,
3661,Regent University,498.0,538.0,578.0,460.0,498.0,535.0
3662,Central Virginia Community College,,,,,,
3663,Shenandoah University,500.0,550.0,600.0,480.0,535.0,590.0
3664,Strayer University-Virginia,,,,,,
3665,Thomas Nelson Community College,,,,,,
3666,University of Mary Washington,540.0,595.0,649.0,510.0,565.0,620.0
3667,University of Southern Mississippi,,,,,,
3668,Ozarks Technical Community College,,,,,,
3669,Cleveland University-Kansas City,,,,,,
3670,Midwestern Baptist Theological Seminary,485.0,523.0,560.0,475.0,490.0,505.0
3671,Columbia College,,,,,,
3672,Avila University,480.0,525.0,570.0,510.0,525.0,540.0
3673,Crowder College,,,,,,
3674,Eden Theological Seminary,,,,,,
3675,Paul Mitchell the School-Missouri Columbia,,,,,,
3676,Lindenwood University,500.0,540.0,580.0,500.0,540.0,580.0
3677,University of Missouri-Kansas City,490.0,540.0,590.0,540.0,645.0,750.0
3678,Three Rivers College,,,,,,
3679,Salem College of Hairstyling,,,,,,
3680,North Central Missouri College,,,,,,
3681,Moberly Area Community College,,,,,,
3682,University of Providence,,,,,,
3683,Kansas City University of Medicine and Biosciences,,,,,,
3684,St. Louis College of Pharmacy,550.0,587.0,623.0,558.0,624.0,690.0
3685,Nazarene Theological Seminary,,,,,,
3686,Little Big Horn College,,,,,,
3687,Rocky Mountain College,490.0,540.0,590.0,500.0,543.0,585.0
3688,Poplar Bluff Technical Career Center,,,,,,
3689,The University of Montana-Western,490.0,535.0,580.0,450.0,495.0,540.0
3690,Rolla Technical Institute/Center,,,,,,
3691,College of Southern Nevada,,,,,,
3692,Keene State College,490.0,535.0,580.0,470.0,515.0,560.0
3693,Sierra Nevada College,530.0,575.0,620.0,490.0,530.0,570.0
3694,University of Nebraska at Kearney,470.0,515.0,560.0,465.0,513.0,560.0
3695,Purdue University Global-Lincoln,,,,,,
3696,Rowan University,520.0,570.0,620.0,488.0,546.0,603.0
3697,Atlantic Cape Community College,,,,,,
3698,Divers Academy International,,,,,,
3699,Drew University,,,,,,
3700,Hudson County Community College,,,,,,
3701,Kean University,450.0,495.0,540.0,440.0,490.0,540.0
3702,Pennco Tech-Blackwood,,,,,,
3703,Associated Beth Rivkah Schools,,,,,,
3704,Raritan Valley Community College,,,,,,
3705,Bank Street College of Education,,,,,,
3706,University of the Southwest,,,,,,
3707,New Mexico Military Institute,430.0,495.0,560.0,400.0,490.0,580.0
3708,University of New Mexico-Gallup Campus,,,,,,
3709,Cazenovia College,,,,,,
3710,Daemen College,,,,,,
3711,SUNY Corning Community College,,,,,,
3712,Circle in the Square Theatre School,,,,,,
3713,CUNY Bernard M Baruch College,590.0,630.0,670.0,630.0,675.0,720.0
3714,Bryant & Stratton College-Syracuse North,,,,,,
3715,College of Staten Island CUNY,,,,,,
3716,Five Towns College,,,,,,
3717,Bryant & Stratton College-Greece,,,,,,
3718,Concordia College-New York,480.0,515.0,550.0,470.0,520.0,570.0
3719,Canisius College,530.0,580.0,630.0,520.0,580.0,640.0
3720,Fulton-Montgomery Community College,,,,,,
3721,Cooper Union for the Advancement of Science and Art,630.0,675.0,720.0,653.0,722.0,790.0
3722,Cornell University,680.0,715.0,750.0,710.0,750.0,790.0
3723,CUNY LaGuardia Community College,,,,,,
3724,CUNY New York City College of Technology,,,,,,
3725,CUNY School of Law,,,,,,
3726,Ithaca College,,,,,,
3727,Mandl School-The College of Allied Health,,,,,,
3728,Hamilton College,670.0,705.0,740.0,680.0,725.0,770.0
3729,Kehilath Yakov Rabbinical Seminary,,,,,,
3730,Monroe College,,,,,,
3731,Medaille College,430.0,490.0,550.0,420.0,485.0,550.0
3732,Long Island University,540.0,585.0,630.0,520.0,575.0,630.0
3733,Mesivta Torah Vodaath Rabbinical Seminary,,,,,,
3734,Icahn School of Medicine at Mount Sinai,,,,,,
3735,Nassau Community College,,,,,,
3736,The College of New Rochelle,450.0,500.0,550.0,440.0,480.0,520.0
3737,The New School Center for Media,,,,,,
3738,Paul Smiths College of Arts and Science,,,,,,
3739,St. Joseph's College-Long Island,510.0,555.0,600.0,510.0,555.0,600.0
3740,Continental School of Beauty Culture-West Seneca,,,,,,
3741,Rockland Community College,,,,,,
3742,Pratt Institute-Main,520.0,570.0,620.0,530.0,610.0,690.0
3743,Yeshiva Shaar Hatorah,,,,,,
3744,United Talmudical Seminary,,,,,,
3745,Yeshiva University,580.0,640.0,700.0,560.0,630.0,700.0
3746,Yeshivath Viznitz,,,,,,
3747,Farmingdale State College,500.0,540.0,580.0,510.0,545.0,580.0
3748,Villa Maria College,,,,,,
3749,Teachers College at Columbia University,,,,,,
3750,University at Buffalo,570.0,610.0,650.0,590.0,635.0,680.0
3751,The College of Westchester,,,,,,
3752,SUNY Polytechnic Institute,490.0,575.0,660.0,510.0,600.0,690.0
3753,SUNY at Fredonia,490.0,540.0,590.0,480.0,530.0,580.0
3754,Caldwell Community College and Technical Institute,,,,,,
3755,SUNY Oneonta,460.0,525.0,590.0,450.0,520.0,590.0
3756,SUNY College of Optometry,,,,,,
3757,SUNY Downstate Health Sciences University,,,,,,
3758,University of North Carolina Wilmington,600.0,630.0,660.0,590.0,625.0,660.0
3759,Catawba College,460.0,520.0,580.0,450.0,505.0,560.0
3760,Greensboro College,470.0,525.0,580.0,440.0,500.0,560.0
3761,Platt College-Miller-Motte-Wilmington,,,,,,
3762,Lees-McRae College,,,,,,
3763,Lenoir-Rhyne University,480.0,535.0,590.0,480.0,535.0,590.0
3764,University of North Carolina at Greensboro,500.0,545.0,590.0,490.0,530.0,570.0
3765,The Art Institute of Cincinnati-AIC College of Design,,,,,,
3766,Apollo Career Center,,,,,,
3767,Art Academy of Cincinnati,440.0,510.0,580.0,440.0,480.0,520.0
3768,Tri-County Community College,,,,,,
3769,JZ Trend Academy Paul Mitchell Partner School,,,,,,
3770,Trinity Bible College and Graduate School,400.0,503.0,605.0,410.0,480.0,550.0
3771,Warren Wilson College,610.0,640.0,670.0,530.0,573.0,615.0
3772,Ross Medical Education Center-Cincinnati,,,,,,
3773,Cincinnati College of Mortuary Science,,,,,,
3774,Eastern Gateway Community College,,,,,,
3775,Bryant & Stratton College-Cleveland,,,,,,
3776,Ohio Christian University,,,,,,
3777,Miami University-Oxford,590.0,630.0,670.0,610.0,660.0,710.0
3778,Ashtabula County Technical and Career Campus,,,,,,
3779,Vance-Granville Community College,,,,,,
3780,Cleveland State University,480.0,545.0,610.0,480.0,535.0,590.0
3781,Bradford School,,,,,,
3782,Terra State Community College,,,,,,
3783,Northeast Ohio Medical University,,,,,,
3784,University of Toledo,510.0,560.0,610.0,510.0,570.0,630.0
3785,Ohio University-Main Campus,540.0,590.0,640.0,530.0,580.0,630.0
3786,Ohio Dominican University,450.0,505.0,560.0,470.0,505.0,540.0
3787,Walsh University,490.0,550.0,610.0,500.0,540.0,580.0
3788,Oklahoma Panhandle State University,,,,,,
3789,Wilberforce University,350.0,398.0,445.0,381.0,393.0,405.0
3790,University of Central Oklahoma,,,,,,
3791,Wright State University-Main Campus,480.0,554.0,628.0,490.0,548.0,605.0
3792,Formations Institute of Cosmetology & Barbering,,,,,,
3793,Enid Beauty College,,,,,,
3794,Randall University,470.0,515.0,560.0,470.0,505.0,540.0
3795,Rogers State University,,,,,,
3796,Jenks Beauty College,,,,,,
3797,Northern Oklahoma College,,,,,,
3798,Southeastern Oklahoma State University,,,,,,
3799,East West College of the Healing Arts,,,,,,
3800,Warner Pacific University,,,,,,
3801,Corban University,510.0,565.0,620.0,520.0,550.0,580.0
3802,University of Oregon,550.0,600.0,650.0,530.0,585.0,640.0
3803,Willamette University,,,,,,
3804,Phagans Beauty College,,,,,,
3805,Jolie Hair and Beauty Academy-Hazleton,,,,,,
3806,Phagans School of Beauty,,,,,,
3807,Albright College,,,,,,
3808,The Beauty Institute-Ambler,,,,,,
3809,Mount Angel Seminary,,,,,,
3810,Portland State University,510.0,570.0,630.0,500.0,550.0,600.0
3811,Multnomah University,,,,,,
3812,Bucknell University,620.0,655.0,690.0,630.0,680.0,730.0
3813,Bucks County Community College,,,,,,
3814,Butler Beauty Academy,,,,,,
3815,Empire Beauty School-York,,,,,,
3816,Delaware County Community College,,,,,,
3817,California University of Pennsylvania,450.0,505.0,560.0,450.0,495.0,540.0
3818,Delaware Valley University,490.0,540.0,590.0,480.0,525.0,570.0
3819,Carlow University,510.0,555.0,600.0,490.0,535.0,580.0
3820,Empire Beauty School-Gwinnett,,,,,,
3821,Haverford College,680.0,715.0,750.0,690.0,735.0,780.0
3822,Drexel University,580.0,625.0,670.0,590.0,650.0,710.0
3823,Empire Beauty School-Reading,,,,,,
3824,Erie Institute of Technology Inc,,,,,,
3825,Gannon University,510.0,560.0,610.0,510.0,560.0,610.0
3826,Pennsylvania State University-Penn State Erie-Behrend College,520.0,570.0,620.0,530.0,595.0,660.0
3827,Lansdale School of Cosmetology Inc,,,,,,
3828,Lebanon Valley College,538.0,589.0,640.0,530.0,585.0,640.0
3829,Millersville University of Pennsylvania,500.0,550.0,600.0,490.0,535.0,580.0
3830,Platt College-Berks Technical Institute,,,,,,
3831,Pennsylvania State University-Main Campus,580.0,620.0,660.0,580.0,640.0,700.0
3832,Pennsylvania State University-Penn State Abington,500.0,550.0,600.0,510.0,590.0,670.0
3833,Pennsylvania State University-Penn State Great Valley,,,,,,
3834,Pennsylvania State University-Penn State Shenango,445.0,493.0,540.0,455.0,485.0,515.0
3835,Pennco Tech-Bristol,,,,,,
3836,Pennsylvania Academy of the Fine Arts,,,,,,
3837,University of Pittsburgh Medical Center-Shadyside School of Nursing,,,,,,
3838,Triangle Tech Inc-Dubois,,,,,,
3839,Reading Hospital School of Health Sciences,485.0,523.0,560.0,480.0,510.0,540.0
3840,Cairn University-Langhorne,490.0,555.0,620.0,465.0,523.0,580.0
3841,Valley Forge Military College,,,,,,
3842,The Restaurant School at Walnut Hill College,,,,,,
3843,Saint Charles Borromeo Seminary-Overbrook,,,,,,
3844,South Hills Beauty Academy,,,,,,
3845,Swarthmore College,680.0,720.0,760.0,700.0,745.0,790.0
3846,Westminster College,500.0,560.0,620.0,500.0,550.0,600.0
3847,Pittsburgh Institute of Aeronautics,,,,,,
3848,Columbia College,,,,,,
3849,Converse College,530.0,570.0,610.0,510.0,550.0,590.0
3850,Northeastern Technical College,,,,,,
3851,Citadel Military College of South Carolina,520.0,565.0,610.0,510.0,560.0,610.0
3852,University of South Carolina Beaufort,470.0,520.0,570.0,445.0,498.0,550.0
3853,University of South Carolina-Salkehatchie,420.0,460.0,500.0,400.0,450.0,500.0
3854,Coastal Carolina University,520.0,555.0,590.0,510.0,545.0,580.0
3855,Sherman College of Chiropractic,,,,,,
3856,Spartanburg Methodist College,430.0,485.0,540.0,410.0,465.0,520.0
3857,Sumter Beauty College,,,,,,
3858,Trident Technical College,,,,,,
3859,Oglala Lakota College,,,,,,
3860,John A Gupton College,,,,,,
3861,Paul Mitchell the School-Murfreesboro,,,,,,
3862,Winthrop University,490.0,545.0,600.0,460.0,510.0,560.0
3863,South Dakota School of Mines and Technology,570.0,620.0,670.0,590.0,642.0,693.0
3864,Tennessee College of Applied Technology-Covington,,,,,,
3865,York Technical College,,,,,,
3866,Le Moyne-Owen College,,,,,,
3867,Black Hills Beauty College,,,,,,
3868,Dyersburg State Community College,,,,,,
3869,Southern Adventist University,,,,,,
3870,Tennessee Wesleyan University,470.0,545.0,620.0,450.0,495.0,540.0
3871,Tennessee College of Applied Technology-Paris,,,,,,
3872,Austin Presbyterian Theological Seminary,,,,,,
3873,Alvin Community College,,,,,,
3874,Roane State Community College,,,,,,
3875,Tennessee Technological University,530.0,575.0,620.0,520.0,580.0,640.0
3876,Galveston College,,,,,,
3877,Dallas Christian College,408.0,488.0,568.0,403.0,496.0,588.0
3878,KD Conservatory College of Film and Dramatic Arts,,,,,,
